run_id	phase	setting	shift_family	severity	application_mode	shift_seed	max_samples
phase1full_clean_all_latency_det_s2_vehicle_shifted_only_seed0	phase1full	clean_all	latency_det	s2	vehicle_shifted_only	0	
phase1full_clean_all_latency_jitter_s1_all_shifted_seed0	phase1full	clean_all	latency_jitter	s1	all_shifted	0	
phase1full_clean_all_latency_jitter_s3_rsu_shifted_only_seed0	phase1full	clean_all	latency_jitter	s3	rsu_shifted_only	0	
phase1full_clean_all_frame_lost_hold_s1_vehicle_shifted_only_seed0	phase1full	clean_all	frame_lost_hold	s1	vehicle_shifted_only	0	
phase1full_clean_all_frame_lost_hold_stress_all_shifted_seed0	phase1full	clean_all	frame_lost_hold	stress	all_shifted	0	
phase1full_clean_all_frame_lost_zero_s2_rsu_shifted_only_seed0	phase1full	clean_all	frame_lost_zero	s2	rsu_shifted_only	0	
phase1full_clean_all_frame_lost_zero_stress_vehicle_shifted_only_seed0	phase1full	clean_all	frame_lost_zero	stress	vehicle_shifted_only	0	
phase1full_clean_all_packet_drop_s3_all_shifted_seed0	phase1full	clean_all	packet_drop	s3	all_shifted	0	
phase1full_clean_all_bandwidth_cap_s1_rsu_shifted_only_seed0	phase1full	clean_all	bandwidth_cap	s1	rsu_shifted_only	0	
phase1full_clean_all_bandwidth_cap_s3_vehicle_shifted_only_seed0	phase1full	clean_all	bandwidth_cap	s3	vehicle_shifted_only	0	
phase1full_clean_all_fov_center_s2_all_shifted_seed0	phase1full	clean_all	fov_center	s2	all_shifted	0	
phase1full_clean_all_fov_center_stress_rsu_shifted_only_seed0	phase1full	clean_all	fov_center	stress	rsu_shifted_only	0	
phase1full_clean_all_fov_left_loss_s2_vehicle_shifted_only_seed0	phase1full	clean_all	fov_left_loss	s2	vehicle_shifted_only	0	
phase1full_clean_all_fov_right_loss_s1_all_shifted_seed0	phase1full	clean_all	fov_right_loss	s1	all_shifted	0	
phase1full_clean_all_fov_right_loss_s3_rsu_shifted_only_seed0	phase1full	clean_all	fov_right_loss	s3	rsu_shifted_only	0	
phase1full_clean_all_fov_top_loss_s1_vehicle_shifted_only_seed0	phase1full	clean_all	fov_top_loss	s1	vehicle_shifted_only	0	
phase1full_clean_all_fov_top_loss_stress_all_shifted_seed0	phase1full	clean_all	fov_top_loss	stress	all_shifted	0	
phase1full_clean_all_fov_bottom_loss_s2_rsu_shifted_only_seed0	phase1full	clean_all	fov_bottom_loss	s2	rsu_shifted_only	0	
phase1full_clean_all_fov_bottom_loss_stress_vehicle_shifted_only_seed0	phase1full	clean_all	fov_bottom_loss	stress	vehicle_shifted_only	0	
phase1full_clean_all_camera_crash_s2_vehicle_shifted_only_seed0	phase1full	clean_all	camera_crash	s2	vehicle_shifted_only	0	
phase1full_clean_all_camera_crash_stress_vehicle_shifted_only_seed0	phase1full	clean_all	camera_crash	stress	vehicle_shifted_only	0	
phase1full_clean_all_resolution_s2_vehicle_shifted_only_seed0	phase1full	clean_all	resolution	s2	vehicle_shifted_only	0	
phase1full_clean_all_resolution_stress_vehicle_shifted_only_seed0	phase1full	clean_all	resolution	stress	vehicle_shifted_only	0	
phase1full_clean_all_pose_noise_s2_vehicle_shifted_only_seed0	phase1full	clean_all	pose_noise	s2	vehicle_shifted_only	0	
phase1full_clean_all_pose_noise_stress_vehicle_shifted_only_seed0	phase1full	clean_all	pose_noise	stress	vehicle_shifted_only	0	
phase1full_clean_all_color_quant_s2_vehicle_shifted_only_seed0	phase1full	clean_all	color_quant	s2	vehicle_shifted_only	0	
phase1full_clean_all_color_quant_stress_vehicle_shifted_only_seed0	phase1full	clean_all	color_quant	stress	vehicle_shifted_only	0	
phase1full_clean_all_brightness_s2_vehicle_shifted_only_seed0	phase1full	clean_all	brightness	s2	vehicle_shifted_only	0	
phase1full_clean_all_brightness_stress_vehicle_shifted_only_seed0	phase1full	clean_all	brightness	stress	vehicle_shifted_only	0	
phase1full_clean_all_darkness_s2_vehicle_shifted_only_seed0	phase1full	clean_all	darkness	s2	vehicle_shifted_only	0	
phase1full_clean_all_darkness_stress_vehicle_shifted_only_seed0	phase1full	clean_all	darkness	stress	vehicle_shifted_only	0	
phase1full_clean_all_contrast_s2_vehicle_shifted_only_seed0	phase1full	clean_all	contrast	s2	vehicle_shifted_only	0	
phase1full_clean_all_contrast_stress_vehicle_shifted_only_seed0	phase1full	clean_all	contrast	stress	vehicle_shifted_only	0	
